8.122960882553850533e+05,3.468970663238508278e+05,4.568920955769353313e+05,7.091214170454569394e+05,7.143237928115730174e+05,4.880071394625177491e+05,6.114330462020360457e+00,1.000000000000000000e+00
1.176562657202537812e+05,3.165397605350167723e+05,3.430866246378490468e+05,4.219946125710239867e+05,3.584770387583201518e+05,3.190760929170475574e+05,6.214565387627251525e+00,1.000000000000000000e+00
5.494156177027066005e+05,1.325590331498268642e+05,1.618989678884850000e+05,2.763990160119594075e+05,1.199534997279959207e+05,2.620696551139578805e+05,6.715740015661706863e+00,1.000000000000000000e+00
1.213916764628951350e+05,1.506267622084108589e+05,2.557255041846240929e+05,6.097406639282886172e+05,3.287914099270742736e+05,2.486191030994292232e+05,6.916209866875488999e+00,1.000000000000000000e+00
2.260502521660136117e+05,2.722835164730743854e+05,1.262062733250826132e+06,3.207514512533217203e+06,1.138413910534835653e+06,3.654398413318613311e+05,7.617854346123727360e+00,1.000000000000000000e+00
8.780711196410898119e+05,3.029701307690783869e+05,2.315708046451276168e+05,1.067340798098355299e+05,1.303716241165712418e+05,5.649573170819163788e+05,7.667971808927172894e+00,1.000000000000000000e+00
1.161275267529523466e+06,2.856143431878327974e+05,3.631951769860782078e+05,4.591705255301845027e+05,1.512472308702166891e+06,1.552443745895780157e+06,7.968676585747846097e+00,1.000000000000000000e+00
1.154548899270179390e+05,2.205462987567119126e+05,2.099462363356061978e+05,2.062611868533170491e+05,1.237962346066667233e+05,1.416349541588356078e+05,8.870790916209866594e+00,1.000000000000000000e+00
2.432121374461706437e+05,2.782393118683245848e+05,1.211199075344530575e+05,3.418441988992274855e+05,1.719179065693091834e+05,1.253527023743513128e+05,8.971025841816757662e+00,1.000000000000000000e+00
6.635368580250820378e+05,1.603570133017473854e+05,3.855833746585316840e+05,8.554865747788165463e+05,8.408914575075951871e+05,2.859388005672866711e+05,9.221613155833985331e+00,1.000000000000000000e+00
3.062276533162572421e+06,2.692124768940657959e+05,5.435933781255169306e+05,1.482127049042665167e+06,1.510109281524033053e+06,1.827789709068897646e+06,9.622552858261549602e+00,1.000000000000000000e+00
7.099714524635015987e+05,5.393882945160362870e+05,4.209530565694762627e+05,5.017383618908252101e+05,2.996654367361975019e+05,1.003450869307197048e+06,9.873140172278779048e+00,1.000000000000000000e+00
5.160115792084967252e+05,3.320187400281208102e+05,3.663186747383187758e+05,2.443377058006762527e+06,1.500684127804326592e+06,1.431593285843058256e+06,1.062490211433046206e+01,1.000000000000000000e+00
7.953363834275413537e+05,4.009060362920052139e+05,3.728330561061743065e+05,3.564178889702316374e+05,3.327677745509810047e+05,1.176841004315834027e+06,1.067501957713390759e+01,1.000000000000000000e+00
1.381232253092384199e+05,1.602084788981243910e+05,5.566058231854012702e+05,1.505902344563716790e+06,1.115454374044998083e+06,1.267890424796983600e+06,1.092560689115113526e+01,1.000000000000000000e+00
2.110218723546740133e+06,2.478851552207381756e+05,1.803363942055345688e+05,3.637942489031050354e+05,5.588460686031962978e+05,7.913061483201829251e+05,1.107595927956147186e+01,1.000000000000000000e+00
8.270393340002151672e+05,4.237869242530114134e+05,2.624829469941562274e+05,3.628545031047124648e+05,2.330998616432961717e+05,1.553100659173497406e+05,1.137666405638214506e+01,1.000000000000000000e+00
1.187698828747372463e+05,1.051470701546993951e+05,1.654517698213049443e+05,4.577160207629436045e+05,1.857666829908591171e+05,6.078260024622514611e+05,1.167736883320281827e+01,1.000000000000000000e+00
3.718364577605369268e+05,1.028611880918324896e+05,2.300958475813043478e+05,1.958305694732711185e+06,1.295227991625532275e+06,1.139591790214797016e+06,1.177760375880971111e+01,1.000000000000000000e+00
5.606088904965821421e+05,1.745165195567902701e+05,3.634780066496020881e+05,4.795869886099759606e+05,2.076010608069628943e+05,1.999366337280470179e+05,1.232889584964761198e+01,1.000000000000000000e+00
1.420729185558579920e+05,1.913842035630278988e+05,7.757927815070848446e+05,1.400463324019357329e+06,1.641967207831767621e+06,2.662531125616147649e+06,1.247924823805794858e+01,1.000000000000000000e+00
2.436897205336045590e+05,2.139127287917479116e+05,1.748229923506709456e+05,2.126829726154355332e+06,1.742308176314431475e+06,1.204831081177790184e+06,1.252936570086139412e+01,1.000000000000000000e+00
8.718036278999195201e+05,1.009074105904694879e+05,4.425016651647296385e+05,1.485552893108810531e+06,3.945116792487024213e+05,9.257395425994775724e+05,1.262960062646828518e+01,1.000000000000000000e+00
1.419024394759559073e+05,1.608380101962587214e+05,1.819866451737727621e+05,2.279146148874173232e+05,1.611487732639480673e+05,3.010600679608058999e+05,1.298042286609240392e+01,1.000000000000000000e+00
7.445119597989369649e+05,1.923035062299311976e+05,4.615803646353434888e+05,4.390523525047279545e+05,2.891658550929767662e+05,4.151365614778369782e+05,1.338136256851996819e+01,1.000000000000000000e+00
2.590299293928393163e+05,2.261037227407014871e+05,5.827288834832396824e+05,1.773623107360905269e+06,1.442831544181534788e+06,2.538692202029231412e+05,1.368206734534064140e+01,1.000000000000000000e+00
6.183841466489596060e+05,3.346209290337132406e+05,1.264381676242284593e+05,5.864716531736118486e+05,7.719853818102530204e+05,1.816565793652254390e+06,1.408300704776820744e+01,1.000000000000000000e+00
1.453287084373332909e+05,1.266936486605939717e+05,1.963253915061108128e+05,4.465325738878667471e+05,1.065459739137961296e+06,1.029939328110543662e+06,1.453406421299921725e+01,1.000000000000000000e+00
2.686044534488928504e+06,2.850108687050316948e+05,2.979125524135819287e+05,5.939406574482055148e+05,6.828123535747175338e+05,4.502750842454981757e+05,1.508535630383711812e+01,1.000000000000000000e+00
7.650827205393278971e+06,2.072901705407324189e+05,1.519774539369174745e+05,3.039641930453330278e+05,1.268059819153738790e+05,1.587784944260692573e+05,1.623805794831636717e+01,1.000000000000000000e+00
2.620082280575096142e+06,1.260128441647769068e+05,1.286620239834816166e+05,4.377724371788292774e+05,3.636869093743760022e+05,3.474840407969865482e+05,1.633829287392325824e+01,1.000000000000000000e+00
8.418541608288439456e+05,1.134755700960031245e+05,1.641525621088688786e+05,4.527381386835058220e+05,2.922186686968517024e+05,1.035500892259357264e+06,1.698981989036805018e+01,1.000000000000000000e+00
2.484705852322624996e+05,1.402524536735397414e+05,1.028326856731070147e+05,7.171303522988804616e+05,3.780940691190790967e+05,1.955666794947123853e+05,1.714017227877838678e+01,1.000000000000000000e+00
5.700427170348708751e+05,1.522615124211664661e+05,3.343924873612569645e+05,3.630534943131215987e+05,2.409896709428231115e+05,2.054677967691336758e+06,1.774158183241973319e+01,1.000000000000000000e+00
5.350129569325830089e+05,1.054890665609314747e+05,2.248401523439506127e+05,3.555761929656271823e+05,3.391144291162438458e+05,9.235941968953860924e+05,2.260297572435395352e+01,1.000000000000000000e+00
1.673689805561099574e+07,1.164686483539470792e+05,2.085562188723800937e+05,4.258906416854067356e+05,2.179954153466541320e+05,8.890200059464367805e+05,2.530931871574001590e+01,1.000000000000000000e+00
1.683812975263153668e+06,1.271575438690062583e+05,2.125092467079187336e+05,4.001119050352362683e+05,5.087320143958145636e+05,2.183260579164861992e+05,2.971965544244322643e+01,1.000000000000000000e+00
2.939062538166636601e+06,1.353799816090211389e+05,1.913037782133818837e+05,4.599090785875598667e+05,2.286595279798134288e+05,8.435752011391385458e+05,3.027094753328112731e+01,1.000000000000000000e+00
4.104147803516872227e+06,3.315199078555386513e+05,2.115306057196953625e+05,3.316096032539045555e+05,9.164113701520609902e+05,1.355991489671259886e+06,3.127329678935003798e+01,1.000000000000000000e+00
1.983687743930122629e+07,9.958296694506675005e+06,1.004345409176663309e+07,5.163822168553232215e+06,3.610217001812919043e+06,2.347655563653961290e+06,0.000000000000000000e+00,1.000000000000000000e+00
1.983880065748225525e+07,9.959269897518774495e+06,1.004443793033212610e+07,5.164329140871201642e+06,3.610572954151078127e+06,2.347886353338981979e+06,5.011746280344557547e-02,1.000000000000000000e+00
1.984457287897224352e+07,9.962190805648241192e+06,1.004739076915626973e+07,5.165850739966049790e+06,3.611641286509484053e+06,2.348579030314944685e+06,1.002349256068911509e-01,1.000000000000000000e+00
1.985420181544406340e+07,9.967063321700440720e+06,1.005231658322044276e+07,5.168389015125027858e+06,3.613423426946875174e+06,2.349734519701006357e+06,1.503523884103367125e-01,1.000000000000000000e+00
1.986770035603134334e+07,9.973893968779623508e+06,1.005922201621667854e+07,5.171947391480756924e+06,3.615921762258181348e+06,2.351354367699946277e+06,2.004698512137823019e-01,1.000000000000000000e+00
1.988508662238173559e+07,9.982691918097449467e+06,1.006811640894055739e+07,5.176530684618564323e+06,3.619139648144329432e+06,2.353440748252387159e+06,2.505873140172278912e-01,1.000000000000000000e+00
1.990638404659952968e+07,9.993469028441498056e+06,1.007901183951660991e+07,5.182145121219223365e+06,3.623081423572269734e+06,2.355996472328410018e+06,3.007047768206734251e-01,1.000000000000000000e+00
1.993162147379933298e+07,1.000623989844534732e+07,1.009192317653434724e+07,5.188798366540330462e+06,3.627752429891820066e+06,2.359025000428235624e+06,3.508222396241190144e-01,1.000000000000000000e+00
1.996083328886354715e+07,1.002102192983730137e+07,1.010686814371098019e+07,5.196499557549030520e+06,3.633159034074434545e+06,2.362530457491572946e+06,4.009397024275646038e-01,1.000000000000000000e+00
1.999405957595333457e+07,1.003783540771084279e+07,1.012386740157455020e+07,5.205259344747159630e+06,3.639308656563128345e+06,2.366517652427213266e+06,4.510571652310101931e-01,1.000000000000000000e+00
2.003134629411283508e+07,1.005670359086951241e+07,1.014294463893403485e+07,5.215089939316915348e+06,3.646209806945382617e+06,2.370992096078229137e+06,5.011746280344557825e-01,1.000000000000000000e+00
2.007274546403264999e+07,1.007765283405749872e+07,1.016412669682289101e+07,5.226005181107422337e+06,3.653872128865472041e+06,2.375960039122872986e+06,5.512920908379013163e-01,1.000000000000000000e+00
2.011831555653572455e+07,1.010071266842550039e+07,1.018744366448575445e+07,5.238020575331541710e+06,3.662306417593179271e+06,2.381428481117589399e+06,6.014095536413468501e-01,1.000000000000000000e+00
2.016812163295583427e+07,1.012591601029169559e+07,1.021292905777422525e+07,5.251153388234884478e+06,3.671524732500711922e+06,2.387405223668827210e+06,6.515270164447924950e-01,1.000000000000000000e+00
2.022223526061527804e+07,1.015329936947140656e+07,1.024062002321848273e+07,5.265422783039347269e+06,3.681540352972207125e+06,2.393898916710346006e+06,7.016444792482380288e-01,1.000000000000000000e+00
2.028073704418521747e+07,1.018290284561077319e+07,1.027055750415753201e+07,5.280849890727198683e+06,3.692368157301053405e+06,2.400919131952411961e+06,7.517619420516836737e-01,1.000000000000000000e+00
2.034371186729097739e+07,1.021477007841411233e+07,1.030278585522603802e+07,5.297457535904550925e+06,3.704023825488502625e+06,2.408476034924961161e+06,8.018794048551292075e-01,1.000000000000000000e+00
2.041125552820073068e+07,1.024894975216750614e+07,1.033735434570690058e+07,5.315271185233207420e+06,3.716525239884248469e+06,2.416581259352832567e+06,8.519968676585747414e-01,1.000000000000000000e+00
2.048347721559132263e+07,1.028549498360210843e+07,1.037431761769681424e+07,5.334319075426184572e+06,3.729891992773430888e+06,2.425247518211530056e+06,9.021143304620203862e-01,1.000000000000000000e+00
2.056048190465983376e+07,1.032446321061579138e+07,1.041373488801600412e+07,5.354631837030973285e+06,3.744145805246225093e+06,2.434489111784703564e+06,9.522317932654659201e-01,1.000000000000000000e+00
2.064239100771028548e+07,1.036591179911261611e+07,1.045566414002007432e+07,5.376237318460772745e+06,3.759304139870556071e+06,2.444316869362336118e+06,1.002349256068911565e+00,1.000000000000000000e+00
2.072936083499251679e+07,1.040992315052261762e+07,1.050018554874004982e+07,5.399180303175657988e+06,3.775402727596447337e+06,2.454755699611683376e+06,1.052466718872357099e+00,1.000000000000000000e+00
2.082149624833072349e+07,1.045654238107080944e+07,1.054734796289124526e+07,5.423484749029248953e+06,3.792454218265802134e+06,2.465807922529278789e+06,1.102584181675802633e+00,1.000000000000000000e+00
2.091901827221041173e+07,1.050589100842072256e+07,1.059728240337662399e+07,5.449220180956300348e+06,3.810508472296018153e+06,2.477516751480134204e+06,1.152701644479248166e+00,1.000000000000000000e+00
2.102196592054552585e+07,1.055798435999044031e+07,1.064999522228232957e+07,5.476372427430321462e+06,3.829550518252499402e+06,2.489862650070220232e+06,1.202819107282693700e+00,1.000000000000000000e+00
2.113066718454537913e+07,1.061299145691637509e+07,1.070565706967885047e+07,5.505047740376843140e+06,3.849663833494799212e+06,2.502896545296919998e+06,1.252936570086139456e+00,1.000000000000000000e+00
2.124531863120529428e+07,1.067096736891879328e+07,1.076433409822084941e+07,5.535293172656611539e+06,3.870869805151470006e+06,2.516648295336563606e+06,1.303054032889584990e+00,1.000000000000000000e+00
2.136594372542599589e+07,1.073211400687724166e+07,1.082622145574134402e+07,5.567192088422514498e+06,3.893253087094739545e+06,2.531152812932324596e+06,1.353171495693030524e+00,1.000000000000000000e+00
2.149314239654358849e+07,1.079641123972332478e+07,1.089127546249881200e+07,5.600711944435562938e+06,3.916743437376470305e+06,2.546393307242214214e+06,1.403288958496476058e+00,1.000000000000000000e+00
2.162684469396754727e+07,1.086406441493472829e+07,1.095979413705382496e+07,5.636016770284404047e+06,3.941480684761619661e+06,2.562445324364399537e+06,1.453406421299921591e+00,1.000000000000000000e+00
2.176688701336924732e+07,1.093506681626227684e+07,1.103167999934361130e+07,5.673012850669190288e+06,3.967426612492972985e+06,2.579217722803093027e+06,1.503523884103367347e+00,1.000000000000000000e+00
2.191528569144352898e+07,1.101008132355798222e+07,1.110753642815410532e+07,5.712197684054063633e+06,3.994908932582229842e+06,2.597093839495057240e+06,1.553641346906812881e+00,1.000000000000000000e+00
2.207026575868112221e+07,1.108833540501292050e+07,1.118683762021570839e+07,5.752986835232635960e+06,4.023518394921506755e+06,2.615638960954675917e+06,1.603758809710258415e+00,1.000000000000000000e+00
2.223254970154044777e+07,1.117099600023535080e+07,1.127072403322380222e+07,5.796214022643986158e+06,4.053692268195083365e+06,2.635158326595069375e+06,1.653876272513703949e+00,1.000000000000000000e+00
2.240457084403725713e+07,1.125757934133102000e+07,1.135826774173099920e+07,5.841159656578478403e+06,4.085195406021775212e+06,2.655615070286931004e+06,1.703993735317149483e+00,1.000000000000000000e+00
2.258456974207226187e+07,1.134896912121055648e+07,1.145085845563256368e+07,5.889067747265087441e+06,4.118851371827274561e+06,2.677459454583989456e+06,1.754111198120595239e+00,1.000000000000000000e+00
2.277333122033416852e+07,1.144420373960788921e+07,1.154732355640719645e+07,5.938602035800343379e+06,4.153365683648957871e+06,2.699841359836781397e+06,1.804228660924040772e+00,1.000000000000000000e+00
2.297176621099831164e+07,1.154474642530894279e+07,1.164922625565497950e+07,5.990893710565160960e+06,4.190319757328623440e+06,2.723917798347560689e+06,1.854346123727486306e+00,1.000000000000000000e+00
2.317932384774772450e+07,1.165012257309510186e+07,1.175639104164396413e+07,6.046452892553089187e+06,4.229179104819612578e+06,2.748854083551743999e+06,1.904463586530931840e+00,1.000000000000000000e+00
2.340144744719022140e+07,1.176184390301400982e+07,1.186936727593565546e+07,6.104981068278926425e+06,4.269978503267799504e+06,2.775366051123239566e+06,1.954581049334377374e+00,1.000000000000000000e+00
2.363003678904560953e+07,1.187714342302342691e+07,1.198540723661756888e+07,6.164083342822911218e+06,4.311206177964858711e+06,2.802628697249481454e+06,2.004698512137823130e+00,1.000000000000000000e+00
2.387268731021137536e+07,1.200077524363484606e+07,1.211175367078166269e+07,6.229887250650103204e+06,4.357985177403915673e+06,2.832472820123318117e+06,2.054815974941268664e+00,1.000000000000000000e+00
